year,type,manufacturer,model,engines,seats,engine,aircraftId
1999.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,317
1999.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,318
1999.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,319
1990.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,320
1998.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,321
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,322
2004.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,323
1998.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,324
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,325
2004.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,326
1990.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,327
1998.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,328
,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,329
2002.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,330
2004.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,331
1990.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,332
1999.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,333
2005.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,334
1990.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,335
1999.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,336
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,337
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,338
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,339
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,340
1991.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,341
1999.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,342
,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,343
1991.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,344
2000.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,345
2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,346
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,347
2000.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,348
1991.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,349
2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,350
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,351
1992.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,352
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,353
2002.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,354
2002.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,355
1995.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,356
2002.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,357
1997.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,358
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,359
1992.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,360
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,361
,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,362
1998.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,363
1998.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,364
1999.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,365
1992.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,366
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,367
1993.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,368
2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,369
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,370
2005.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,371
1993.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,372
2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,373
2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,374
2002.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,375
,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,376
1995.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,377
2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,378
1995.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,379
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,380
2002.0,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,381
1996.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,382
2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,383
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,384
2002.0,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,385
1996.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,386
2002.0,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,387
1997.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,388
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,389
1997.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,390
2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,391
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,392
1996.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,393
1998.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,394
1999.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,395
2000.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,396
1997.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,397
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,398
1997.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,399
2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,400
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,Turbo-jet,401
1997.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,402
2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,403
2008.0,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,404
1997.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,405
,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,406
2002.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,407
1997.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,408
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,409
2008.0,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,410
1997.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,411
2009.0,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,412
1997.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,413
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,414
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,415
2009.0,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,416
1998.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,417
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,418
2013.0,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,419
1999.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,420
1998.0,Fixed wing multi engine,BOEING,767-332,2,330,Turbo-fan,421
2013.0,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,422
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,423
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,424
1959.0,Fixed wing single engine,CESSNA,150,1,2,Reciprocating,425
2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,426
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,427
1980.0,Fixed wing multi engine,CESSNA,421C,2,8,Reciprocating,428
2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,429
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,430
2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,Turbo-fan,431
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,432
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,433
2004.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,434
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,435
2010.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,436
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,437
2010.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,438
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,439
1999.0,Fixed wing multi engine,BOEING,777-222,2,400,Turbo-fan,440
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,441
2010.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,442
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,443
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,444
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,445
2012.0,Fixed wing multi engine,BOEING,787-8,2,260,Turbo-fan,446
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,447
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,448
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,449
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,450
1994.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,451
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,452
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,453
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,454
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,455
2006.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,456
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,457
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,458
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,459
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,460
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,461
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,462
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,463
2001.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,464
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,465
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,466
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,467
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,468
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,469
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,470
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,Turbo-fan,471
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,472
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,473
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,474
2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,475
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,476
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,477
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,478
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,479
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,480
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,481
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,482
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,483
2009.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,484
2002.0,Fixed wing multi engine,BOEING,777-222,2,400,Turbo-fan,485
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,486
2001.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,487
1999.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,488
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,489
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,490
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,491
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,492
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,493
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,494
2009.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,495
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,496
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,497
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,498
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,499
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,500
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,501
1998.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,502
1998.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,503
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,504
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,505
,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,506
2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,507
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,508
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,509
2005.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,510
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,511
2002.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,512
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,513
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,514
2000.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,515
1998.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,516
1998.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,517
1998.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,518
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,519
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,520
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,521
1987.0,Fixed wing multi engine,BOEING,767-201,2,255,Turbo-jet,522
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,523
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,524
1998.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,525
1998.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,526
1998.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,527
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,528
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,529
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,530
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,531
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,532
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,533
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,534
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,535
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,536
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,537
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,538
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,539
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,540
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,541
1998.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,542
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,543
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,544
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,545
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,546
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,547
1997.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,548
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,549
2005.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,550
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,551
2000.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,552
1998.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,553
1998.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,554
1998.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,555
2006.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,556
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,557
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,558
2002.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,559
2002.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,560
2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,561
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,562
2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,563
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,564
2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,565
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,566
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,567
2012.0,Fixed wing multi engine,BOEING,787-8,2,260,Turbo-fan,568
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,569
1998.0,Fixed wing multi engine,BOEING,737-705,2,149,Turbo-fan,570
2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,571
2005.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,572
,Fixed wing multi engine,BOEING,737-705,2,149,Turbo-fan,573
2006.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,574
2000.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,575
1998.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,576
1999.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,577
,Fixed wing multi engine,BOEING,777-200,2,400,Turbo-jet,578
2013.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,579
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,580
2005.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,581
2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,582
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,583
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,584
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,585
2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,586
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,587
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,588
2005.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,589
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,590
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,591
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,592
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,593
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,594
2005.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,595
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,596
2012.0,Fixed wing multi engine,BOEING,787-8,2,260,Turbo-fan,597
1999.0,Fixed wing multi engine,EMBRAER,EMB-145,2,55,Turbo-jet,598
2005.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,599
2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,600
2013.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,601
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,602
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,603
,Fixed wing multi engine,AIRBUS INDUSTRIE,A340-313,4,375,Turbo-jet,604
2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,605
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,606
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,607
2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,608
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,609
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,610
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,611
2006.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,612
2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,613
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,614
2006.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,615
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,616
2004.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,617
2006.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,618
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,619
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,620
2006.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,621
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,622
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,623
1998.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,624
1998.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,625
2006.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,626
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,627
2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,628
2013.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,629
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,630
2013.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,631
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,632
2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,633
2013.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,634
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,635
2006.0,Fixed wing multi engine,BOEING,737-76N,2,149,Turbo-fan,636
2013.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,637
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,638
2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,639
2013.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,640
2007.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,641
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,642
2013.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,643
